time,receiver_1,receiver_2,receiver_3,receiver_4
0.0,0.0,0.0,0.0,0.0
0.0015086860457117091,0.0,0.0,0.0,0.0
0.0030173720914234183,0.0,0.0,0.0,0.0
0.004526058137135127,0.0,0.0,0.0,0.0
0.0060347441828468365,0.0,0.0,0.0,0.0
0.007543430228558546,0.0,0.0,0.0,0.0
0.009052116274270255,0.0,0.0,0.0,0.0
0.010560802319981964,0.0,0.0,0.0,0.0
0.012069488365693673,0.0,0.0,0.0,0.0
0.013578174411405382,0.0,0.0,0.0,0.0
0.015086860457117091,0.0,0.0,0.0,0.0
0.016595546502828802,0.0,0.0,0.0,0.0
0.01810423254854051,0.0,0.0,0.0,0.0
0.019612918594252217,-9.938506164115344e-44,0.0,0.0,0.0
0.021121604639963928,3.3521114830904385e-42,0.0,0.0,0.0
0.02263029068567564,5.699030792666693e-41,0.0,0.0,0.0
0.024138976731387346,2.5536062355752122e-40,0.0,0.0,0.0
0.025647662777099053,-1.0474143089657526e-39,0.0,0.0,0.0
0.027156348822810764,-1.9070683717046484e-38,0.0,0.0,0.0
0.028665034868522475,-1.0485270488003993e-37,0.0,0.0,0.0
0.030173720914234183,-1.6435080162272262e-37,0.0,0.0,0.0
0.03168240695994589,1.923987466513112e-36,0.0,0.0,0.0
0.033191093005657604,2.0219423526346892e-35,0.0,0.0,0.0
0.03469977905136931,1.1730782095595726e-34,-4.1959900451005776e-64,0.0,0.0
0.03620846509708102,5.029882886957001e-34,6.4039764196068946e-62,0.0,0.0
0.037717151142792726,1.70193107354158e-33,-2.10889737651307e-60,0.0,0.0
0.039225837188504434,4.495463787044646e-33,-3.9281886498350756e-59,0.0,0.0
0.04073452323421615,7.977530640128896e-33,4.9883071979738495e-59,0.0,0.0
0.042243209279927856,-8.347126427574341e-34,5.543748686407881e-57,0.0,0.0
0.04375189532563956,-8.840749997737537e-32,4.714689276044206e-56,0.0,0.0
0.04526058137135128,-5.203915021823782e-31,4.4246986666861286e-57,0.0,0.0
0.046769267417062985,-2.244262254180452e-30,-3.1501576487127595e-54,0.0,0.0
0.04827795346277469,-8.437883158688961e-30,-3.138992818338841e-53,0.0,0.0
0.0497866395084864,-2.936423837692931e-29,-1.5737598245600457e-52,-6.566780560382763e-85,0.0
0.05129532555419811,-9.720656703663286e-29,-2.6811880113449145e-52,3.613862989676615e-82,0.0
0.05280401159990982,-3.099484208169584e-28,2.4465675568357258e-51,-5.735485818797261e-80,0.0
0.05431269764562153,-9.560174641332334e-28,2.531161031116775e-50,1.6450488615636042e-78,0.0
0.055821383691333236,-2.8516651840944997e-27,1.2626851868455355e-49,1.0373546179699817e-77,0.0
0.05733006973704495,-8.203630684127257e-27,3.451190314957511e-49,-4.5778043661956216e-76,0.0
0.05883875578275666,-2.266760651197882e-26,-1.4863097350111455e-49,-4.235372682944642e-75,0.0
0.060347441828468365,-5.983519314305183e-26,-7.524953805907173e-48,3.9979453979360006e-74,0.0
0.06185612787418007,-1.4976522710807892e-25,-4.834971927852064e-47,8.099176320025377e-73,0.0
0.06336481391989178,-3.513178576476905e-25,-2.0001706083062634e-46,2.942962458736077e-72,0.0
0.06487349996560349,-7.563746460132447e-25,-5.853268936020386e-46,-3.782349116894979e-71,-1.0822324068807429e-104
0.06638218601131521,-1.4290004884008092e-24,-1.017809345799749e-45,-5.036168023376773e-70,1.2831459930466511e-101
0.06789087205702692,-2.0786679323710514e-24,7.824238330218427e-46,-1.9873334475737112e-69,-3.598603643636195e-99
0.06939955810273862,-8.562707656631197e-25,1.4851518043537794e-44,8.763360351190107e-69,3.0012101571944816e-97
0.07090824414845033,9.411530322381778e-24,7.099040087899563e-44,1.5595301706164623e-67,-7.4094217022713456e-96
0.07241693019416204,5.183773315316701e-23,2.287503411542338e-43,8.749870414827994e-67,-3.9285155907898174e-95
0.07392561623987375,1.931057412230903e-22,5.27447828780535e-43,1.2710601789153624e-66,2.5448297469158676e-93
0.07543430228558545,6.105767942007073e-22,6.7257824332027605e-43,-1.7632928936941327e-65,1.2830854524724792e-92
0.07694298833129716,1.7448665239220154e-21,-1.061739294975484e-42,-1.612242531268652e-64,-4.206470885151907e-91
0.07845167437700887,4.6238297003455345e-21,-1.0744907358334721e-41,-6.650158683287128e-64,-4.340351271124228e-90
0.07996036042272059,1.149929909773359e-20,-4.516261497328146e-41,-6.632477029149662e-64,2.2456346400519147e-89
0.0814690464684323,2.698154659917175e-20,-1.4441009668441668e-40,1.042683075559091e-62,6.093902645300086e-88
0.082977732514144,5.978326106829112e-20,-3.995673366201968e-40,8.244258785136327e-62,2.6155181717458162e-87
0.08448641855985571,1.2469629853035824e-19,-1.0365018228102172e-39,3.2978550144567745e-61,-2.6482315792088313e-86
0.08599510460556742,2.4279408474183344e-19,-2.723201613146677e-39,5.92499258126534e-61,-3.813502438400207e-85
0.08750379065127913,4.334989182760485e-19,-7.649865570462506e-39,-1.9099887693949938e-60,-1.3831018436183868e-84
0.08901247669699083,6.819524892003232e-19,-2.281007429644487e-38,-2.0895713302049405e-59,9.619026709524077e-84
0.09052116274270255,8.434905569909736e-19,-6.820546016007234e-38,-9.48195359709444e-59,1.393688320289242e-82
0.09202984878841426,4.050714847362295e-19,-1.921699307442892e-37,-2.5357143321279042e-58,6.271708397839868e-82
0.09353853483412597,-2.050562043680473e-18,-4.834779855713182e-37,-1.6997326512452837e-58,-9.055027433936719e-82
0.09504722087983768,-9.94895756924221e-18,-1.0125579337722323e-36,2.2782380548288113e-57,-2.95442137085007e-80
0.09655590692554938,-3.082257006574326e-17,-1.4470334967714699e-36,1.452856084963878e-56,-1.8152546226189432e-79
0.09806459297126109,-7.997296632651348e-17,4.066756235709841e-37,5.185143888421488e-56,-3.574817215743791e-79
0.0995732790169728,-1.8623036957975785e-16,1.2939455013208002e-35,1.1408473630111697e-55,2.804051581885435e-78
0.1010819650626845,-3.9972815650868093e-16,6.138087399036792e-35,4.7169502832206755e-56,2.8895225459518914e-77
0.10259065110839621,-7.995715837502643e-16,2.0864564137758753e-34,-9.07563493732974e-55,1.2284315867939649e-76
0.10409933715410793,-1.4942530181849948e-15,5.813218478660422e-34,-5.016413814416911e-54,1.2079042530160288e-76
0.10560802319981964,-2.597027480181298e-15,1.3492733946168671e-33,-1.642384882511084e-53,-1.9833612473134104e-75
0.10711670924553135,-4.1383097733776184e-15,2.4444932842276988e-33,-3.55338905663137e-53,-1.5257934985121705e-74
0.10862539529124306,-5.8425552634403385e-15,2.334620231613048e-33,-3.119684832237791e-53,-5.605263891931293e-74
0.11013408133695476,-6.643521781827735e-15,-6.006522383800811e-33,1.3837145399173132e-52,-5.5295466616867285e-74
0.11164276738266647,-3.739049462667034e-15,-4.631864658119384e-32,8.626561663526993e-52,6.835805683796241e-73
0.11315145342837818,9.093236647594997e-15,-1.863598103580733e-31,2.801101024724825e-51,5.074858622597548e-72
0.1146601394740899,4.424504562159278e-14,-5.956907776635911e-31,6.046153782057978e-51,1.8781556299315552e-71
0.11616882551980161,1.2434075869842837e-13,-1.6470236494530512e-30,6.602606001138222e-51,2.9480456435747005e-71
0.11767751156551332,2.87487905341098e-13,-4.0377200027499415e-30,-1.211812879734562e-50,-1.1461223811331318e-70
0.11918619761122502,5.926067129411896e-13,-8.756797218499923e-30,-8.97455520237073e-50,-1.0795008253210503e-69
0.12069488365693673,1.1216742159426357e-12,-1.6269983694434443e-29,-2.737017649771704e-49,-4.45463937153007e-69
0.12220356970264844,1.971938465773123e-12,-2.3171202794913353e-29,-4.881045513617523e-49,-1.0182588098745936e-68
0.12371225574836014,3.224895076007882e-12,-1.217602707108268e-29,-1.1362338716962467e-49,1.808538180139207e-69
0.12522094179407187,4.869417975671204e-12,7.279110706114424e-29,2.787691058380624e-48,1.3603923237027933e-67
0.12672962783978356,6.64383282315709e-12,3.7968028549833153e-28,1.1565835717569258e-47,7.015812995721545e-67
0.12823831388549528,7.74731988430779e-12,1.2426758507100831e-27,2.5167180454502365e-47,2.112662264181067e-66
0.12974699993120697,6.359133674088379e-12,3.3050019525492e-27,1.0146719568488928e-47,3.13071200522294e-66
0.1312556859769187,-1.0960240039056846e-12,7.551426153394652e-27,-1.8618330638274064e-46,-6.737396437330869e-66
0.13276437202263042,-2.0969745490780767e-11,1.4825893433045358e-26,-1.0341373557810333e-45,-6.671637039841875e-65
0.1342730580683421,-6.364797877987373e-11,2.3679500832639767e-26,-3.6164318015947056e-45,-2.6538133719499122e-64
0.13578174411405383,-1.4481540720803503e-10,2.3903739666067537e-26,-9.585188425481213e-45,-6.580066919511163e-64
0.13729043015976553,-2.861703283253918e-10,-1.9445983948933606e-26,-1.8882644596844999e-44,-6.959629300448757e-64
0.13879911620547725,-5.145037625369165e-10,-2.000103908146568e-25,-1.9396791584352475e-44,2.684903351710718e-63
0.14030780225118894,-8.572710621576641e-10,-7.319614555534878e-25,4.566968934655421e-44,1.8947330856717535e-62
0.14181648829690066,-1.3317287038738499e-09,-2.0406745390918235e-24,3.59802177490696e-43,6.57057698634402e-62
0.14332517434261235,-1.923449252771847e-09,-4.8427108932828164e-24,1.39631546927382e-42,1.4540400270390862e-61
0.14483386038832408,-2.5487787285269935e-09,-1.0059161421717264e-23,4.1333346968509885e-42,1.2897610842556994e-61
0.1463425464340358,-2.9950170387960547e-09,-1.813569806608789e-23,9.982742425473173e-42,-5.7240140507129315e-61
0.1478512324797475,-2.832583219278953e-09,-2.6807610947280195e-23,1.9075735705595406e-41,-3.5514971119991414e-60
0.1493599185254592,-1.2964217298088733e-09,-2.5458037263216538e-23,2.2853046909893345e-41,-1.1319191834546214e-59
0.1508686045711709,2.858819083789523e-09,1.692138337689395e-23,-1.89458965437534e-41,-2.3015334624240046e-59
0.15237729061688263,1.1511485406100643e-08,1.7380070381191888e-22,-2.3657887701075576e-40,-1.7005922806601096e-59
0.15388597666259432,2.729220085778698e-08,5.946960416922015e-22,-9.717274602200469e-40,9.158952330668353e-59
0.15539466270830604,5.359393729891371e-08,1.5413791421286149e-21,-2.967366905968418e-39,5.059004102472824e-58
0.15690334875401774,9.43495199338833e-08,3.388442300826617e-21,-7.482923105221233e-39,1.4795309512997565e-57
0.15841203479972946,1.5339334567949723e-07,6.4834003840092904e-21,-1.5670030489997993e-38,2.648774989630781e-57
0.15992072084544118,2.3315669215463854e-07,1.0633254660118694e-20,-2.51231864459879e-38,7.038750097434488e-58
0.16142940689115287,3.3238215661013774e-07,1.377420870436551e-20,-1.8327336114300778e-38,-1.5762949852207993e-56
0.1629380929368646,4.4250250066473284e-07,9.106338957740647e-21,6.803605082784506e-38,-7.180952641521962e-56
0.16444677898257629,5.423439152251845e-07,-2.0232278940873227e-20,4.108892594556708e-37,-1.9366861248408326e-55
0.165955465028288,5.909280560370972e-07,-1.0962073904841703e-19,1.4214891705730936e-36,-3.1548742235269723e-55
0.1674641510739997,5.184189328949675e-07,-3.2358317627676216e-19,3.888310054653158e-36,4.0731702523721802e-56
0.16897283711971142,2.1575793027085202e-07,-7.62904926365226e-19,8.926789081433849e-36,2.522079506394013e-54
0.17048152316542314,-4.7567613927062867e-07,-1.5518909883017441e-18,1.69956626045862e-35,1.107519126267108e-53
0.17199020921113484,-1.7718943928175582e-06,-2.7690573306406387e-18,2.4020740968009907e-35,3.1772430992323078e-53
0.17349889525684656,-3.947587510553261e-06,-4.2511795829585304e-18,1.0335321391429845e-35,6.437188325540864e-53
0.17500758130255825,-7.324956698910887e-06,-5.155547464159674e-18,-8.523473447571126e-35,6.588509556152984e-53
0.17651626734826997,-1.2242032893540975e-05,-3.1234730328776796e-18,-4.159286365251299e-34,-1.5587559975463081e-52
0.17802495339398167,-1.899031646442048e-05,7.104939844294279e-18,-1.3039220144891313e-33,-1.1779504407866779e-51
0.1795336394396934,-2.7709896143560866e-05,3.5616656625025804e-17,-3.30223564784409e-33,-4.3210750495670613e-51
0.1810423254854051,-3.82295961123418e-05,9.928173867901965e-17,-7.06769063416054e-33,-1.1729177189757262e-50
0.1825510115311168,-4.984098609907552e-05,2.2206985462552803e-16,-1.254718102997359e-32,-2.441645048899983e-50
0.18405969757682852,-6.099929074827169e-05,4.298189475982625e-16,-1.632199399098683e-32,-3.300437527841189e-50
0.18556838362254022,-6.895249233760755e-05,7.3181284393842735e-16,-4.869158750547499e-33,1.13987531301566e-50
0.18707706966825194,-6.931337238130973e-05,1.076221430285779e-15,5.973880266958439e-32,2.6920117602463016e-49
0.18858575571396363,-5.560882468008764e-05,1.2605913571633812e-15,2.650836889893037e-31,1.1518877919598435e-48
0.19009444175967535,-1.886698133235899e-05,7.755567782895064e-16,7.821267013187273e-31,3.496541807413226e-48
0.19160312780538705,5.266476433099149e-05,-1.4323610812756732e-15,1.8828260299106154e-30,8.478268150638984e-48
0.19311181385109877,0.000173540295455232,-7.259588784179542e-15,3.85813017929655e-30,1.6141076990066074e-47
0.1946204998968105,0.00036070384726164927,-1.9702968885641406e-14,6.623979523815573e-30,1.9397942972778536e-47
0.19612918594252218,0.0006324407480479615,-4.280424511664107e-14,8.56637656119459e-30,-1.3636091454420708e-47
0.1976378719882339,0.001006455284375454,-8.071764576599981e-14,3.828180090277071e-30,-1.8147926769401918e-46
0.1991465580339456,0.001496831021883399,-1.3489611782541028e-13,-2.3081187379270913e-29,-7.276280876808032e-46
0.20065524407965732,0.002109646095082631,-1.978334815516389e-13,-1.062395923570826e-28,-2.135637776990839e-45
0.202163930125369,0.002837070856447053,-2.412834897373142e-13,-3.095546287449762e-28,-5.083336164001975e-45
0.20367261617108073,0.003649877632393081,-1.9680816803338578e-13,-7.319956038735051e-28,-9.690395558382233e-45
