label,initial_state,t,delta,mu_power_reference
P0,0,108,8.187894806610529e-16,1.7503216059289752e-35
P0,0,109,8.187894806610529e-16,8.367896237245126e-36
P0,0,110,8.187894806610529e-16,4.000504090226176e-36
P0,0,111,8.187894806610529e-16,1.912551556827765e-36
P0,0,112,8.187894806610529e-16,9.143481358914205e-37
P0,0,113,8.187894806610529e-16,4.371293995309559e-37
P0,0,114,8.187894806610529e-16,2.089817919823322e-37
P0,0,115,8.187894806610529e-16,9.990952204772485e-38
P0,0,116,8.187894806610529e-16,4.776450857809044e-38
P0,0,117,8.187894806610529e-16,2.2835143567363595e-38
P0,0,118,8.187894806610529e-16,1.0916971560370935e-38
P0,0,119,8.187894806610529e-16,5.2191600065209335e-39
P0,0,120,8.187894806610529e-16,2.4951637020424774e-39
P0,0,121,8.187894806610529e-16,1.1928819756841364e-39
P0,0,122,8.187894806610529e-16,5.702902004975802e-40
P0,0,123,8.187894806610529e-16,2.726429935342473e-40
P0,0,124,8.187894806610529e-16,1.3034451908600002e-40
P0,0,125,8.187894806610529e-16,6.231480015504786e-41
P0,0,126,8.187894806610529e-16,2.979131263510588e-41
P0,0,127,8.187894806610529e-16,1.4242560456173185e-41
P0,0,128,8.187894806610529e-16,6.809049699566122e-42
P0,0,129,8.187894806610529e-16,3.255254415372077e-42
P0,0,130,8.187894806610529e-16,1.5562643505854615e-42
P0,0,131,8.187894806610529e-16,7.44015188940726e-43
P0,0,132,8.187894806610529e-16,3.556970261294343e-43
P0,0,133,8.187894806610529e-16,1.7005079503478133e-43
P0,0,134,8.187894806610529e-16,8.129748287925952e-44
P0,0,135,8.187894806610529e-16,3.8866508804923055e-44
P0,0,136,8.187894806610529e-16,1.8581208829388548e-44
P0,0,137,8.187894806610529e-16,8.883260477401412e-45
P0,0,138,8.187894806610529e-16,4.2468882102305465e-45
P0,0,139,8.187894806610529e-16,2.0303422956107262e-45
P0,0,140,8.187894806610529e-16,9.70661254378073e-46
P0,0,141,8.187894806610529e-16,4.6405144235416035e-46
P0,0,142,8.187894806610529e-16,2.218526186964707e-46
P0,0,143,8.187894806610529e-16,1.0606277651631214e-46
P0,0,144,8.187894806610529e-16,5.070624195669291e-47
P0,0,145,8.187894806610529e-16,2.4241520520399097e-47
P0,0,146,8.187894806610529e-16,1.1589328935929242e-47
P0,0,147,8.187894806610529e-16,5.540599034295046e-48
P0,0,148,8.187894806610529e-16,2.648836514050483e-48
P0,0,149,8.187894806610529e-16,1.2663495110795059e-48
P0,0,150,8.187894806610529e-16,6.0541338648306646e-49
P0,0,151,8.187894806610529e-16,2.89434603421964e-49
P0,0,152,8.187894806610529e-16,1.3837221232367433e-49
P0,0,153,8.187894806610529e-16,6.61526607979004e-50
P0,0,154,8.187894806610529e-16,3.1626107996347636e-50
P0,0,155,8.187894806610529e-16,1.5119735093533669e-50
P0,0,156,8.187894806610529e-16,7.228407280625058e-51
P0,0,157,8.187894806610529e-16,3.4557398983094155e-51
P0,0,158,8.187894806610529e-16,1.6521119772508033e-51
P0,0,159,8.187894806610529e-16,7.898377961578784e-52
P0,0,160,8.187894806610529e-16,3.776037900758043e-52
P0,0,161,8.187894806610529e-16,1.8052392905632894e-52
P0,0,162,8.187894806610529e-16,8.630445408239214e-53
P0,0,163,8.187894806610529e-16,4.126022978447133e-53
P0,0,164,8.187894806610529e-16,1.9725593307642518e-53
P0,0,165,8.187894806610529e-16,9.430365108750611e-54
P0,0,166,8.187894806610529e-16,4.50844670156943e-54
P0,0,167,8.187894806610529e-16,2.1553875620394926e-54
P0,0,168,8.187894806610529e-16,1.0304426003255934e-54
P0,0,169,8.187894806610529e-16,4.926315671790608e-55
P0,0,170,8.187894806610529e-16,2.355161373419684e-55
P0,0,171,8.187894806610529e-16,1.1259499927319836e-55
P0,0,172,8.187894806610529e-16,5.382915160044287e-56
P0,0,173,8.187894806610529e-16,2.573451379481636e-56
P0,0,174,8.187894806610529e-16,1.2303095638054692e-56
P0,0,175,8.187894806610529e-16,5.881834935214892e-57
P0,0,176,8.187894806610529e-16,2.8119737684640574e-57
P0,0,177,8.187894806610529e-16,1.3443417847701073e-57
P0,0,178,8.187894806610529e-16,6.426997486772527e-58
P0,0,179,8.187894806610529e-16,3.0726037948782544e-58
P0,0,180,8.187894806610529e-16,1.4689431728782624e-58
P0,0,181,8.187894806610529e-16,7.022688863245233e-59
P0,0,182,8.187894806610529e-16,3.357390522692183e-59
P0,0,183,8.187894806610529e-16,1.6050933397972567e-59
P0,0,184,8.187894806610529e-16,7.673592368979585e-60
P0,0,185,8.187894806610529e-16,3.668572934998254e-60
P0,0,186,8.187894806610529e-16,1.753862693281344e-60
P0,0,187,8.187894806610529e-16,8.384825384112348e-61
P0,0,188,8.187894806610529e-16,4.008597536818513e-61
P0,0,189,8.187894806610529e-16,1.916420852679279e-61
P0,0,190,8.187894806610529e-16,9.161979597230523e-62
P0,0,191,8.187894806610529e-16,4.380137589439829e-62
P0,0,192,8.187894806610529e-16,2.094045844439903e-62
P0,0,193,8.187894806610529e-16,1.001116496702749e-62
P0,0,194,8.187894806610529e-16,4.7861141274987435e-63
P0,0,195,8.187894806610529e-16,2.2881341499104833e-63
P0,0,196,8.187894806610529e-16,1.0939057758580255e-63
P0,0,197,8.187894806610529e-16,5.229718924051562e-64
P0,0,198,8.187894806610529e-16,2.5002116844232376e-64
P0,0,199,8.187894806610529e-16,1.1952953031907247e-64
P0,0,200,8.187894806610529e-16,5.714439584180225e-65
P0,1,0,0.7142857142857143,0.7142857142857143
P0,1,1,0.2142857142857143,0.3414840290288866
P0,1,2,0.06496240601503767,0.16325587891452203
P0,1,3,0.02146240601503767,0.07804898541213626
P0,1,4,0.006937218045112908,0.03731347480021432
P0,1,5,0.002684718045112902,0.01783873799658302
P0,1,6,0.0010785888157895246,0.008528301773409401
P0,1,7,0.00048598569078951714,0.004077190390501258
P0,1,8,0.0002242727220395091,0.0019492135623327205
P0,1,9,0.00010502640172700695,0.0009318754209843767
P0,1,10,4.961434743012971e-05,0.00044550880263502865
P0,1,11,2.3557328348119966e-05,0.00021298779724830252
P0,1,12,1.1218131095169781e-05,0.0001018247035936731
P0,1,13,5.351145636142696e-06,4.86801140529755e-05
P0,1,14,2.5550021847536852e-06,2.3272874072554112e-05
P0,1,15,1.220602705881424e-06,1.1126240727528768e-05
P0,1,16,5.83301745404885e-07,5.31920691621454e-06
P0,1,17,2.787979572760335e-07,2.5429938925821644e-06
P0,1,18,1.332692410455083e-07,1.2157485203287325e-06
P0,1,19,6.370819637113723e-08,5.812221842108679e-07
P0,1,20,3.0456145966306636e-08,2.7786933051541573e-07
P0,1,21,1.4560043976041825e-08,1.328431139391489e-07
P0,1,22,6.960733975325262e-09,6.35093224873576e-08
P0,1,23,3.327744829695334e-09,3.0362387053428845e-08
P0,1,24,1.5909132344837928e-09,1.451557836671514e-08
P0,1,25,7.60578100500453e-10,6.939573458090604e-09
P0,1,26,3.6361488819913745e-10,3.3176549058949836e-09
P0,1,27,1.738360150271845e-10,1.586096629869459e-09
P0,1,28,8.310711840930907e-11,7.582773346357461e-10
P0,1,29,3.973167628235075e-11,3.625154390937798e-10
P0,1,30,1.899488899503865e-11,1.7331052581768782e-10
P0,1,31,9.08105535213366e-12,8.285588728107447e-11
P0,1,32,4.341485504433251e-12,3.9611547104506426e-11
P0,1,33,2.0756035779001536e-12,1.8937394981840132e-11
P0,1,34,9.923450949855805e-13,9.053545112794263e-12
P0,1,35,4.744676873613685e-13,4.328297486956478e-12
P0,1,36,2.2687407508215074e-13,2.069262250554104e-12
P0,1,37,1.0851042286930124e-13,9.892680146112355e-13
P0,1,38,5.19306819768417e-14,4.72946918386393e-13
P0,1,39,2.4841240175987878e-14,2.2610534689033412e-13
P0,1,40,1.1907141939104804e-14,1.0809591077751945e-13
P0,1,41,5.731526364627371e-15,5.167823798739614e-14
P0,1,42,2.761679773755077e-15,2.4706210089469572e-14
P0,1,43,1.3600232051658168e-15,1.1811486628740678e-14
P0,1,44,7.494005416219807e-16,5.6468076599244614e-15
P0,1,45,5.828670879282072e-16,2.699612483207058e-15
P0,1,46,5.828670879282072e-16,1.290624366615113e-15
P0,1,47,5.967448757360216e-16,6.170186521444171e-16
P0,1,48,5.967448757360216e-16,2.9498282144834803e-16
P0,1,49,5.967448757360216e-16,1.4102469130748677e-16
P0,1,50,5.967448757360216e-16,6.742075169232981e-17
P0,1,51,5.967448757360216e-16,3.2232353899274075e-17
P0,1,52,5.967448757360216e-16,1.5409567704452672e-17
P0,1,53,5.967448757360216e-16,7.366969771433875e-18
P0,1,54,5.967448757360216e-16,3.521983526996557e-18
P0,1,55,5.967448757360216e-16,1.6837815749610137e-18
P0,1,56,5.967448757360216e-16,8.049783227112077e-19
P0,1,57,5.967448757360216e-16,3.8484213728847388e-19
P0,1,58,5.967448757360216e-16,1.8398442101389837e-19
P0,1,59,5.967448757360216e-16,8.795883791292215e-20
P0,1,60,5.967448757360216e-16,4.205115370288481e-20
P0,1,61,5.967448757360216e-16,2.0103716348483724e-20
P0,1,62,5.967448757360216e-16,9.611137279987764e-21
P0,1,63,5.967448757360216e-16,4.594869834687939e-21
P0,1,64,5.967448757360216e-16,2.196704529617544e-21
P0,1,65,5.967448757360216e-16,1.0501953187037257e-21
P0,1,66,5.967448757360216e-16,5.020749001775133e-22
P0,1,67,5.967448757360216e-16,2.4003078370165065e-22
P0,1,68,5.967448757360216e-16,1.147533507531612e-22
P0,1,69,5.967448757360216e-16,5.486101118365632e-23
P0,1,70,5.967448757360216e-16,2.622782278983127e-23
P0,1,71,5.967448757360216e-16,1.2538935638498127e-23
P0,1,72,5.967448757360216e-16,5.99458476619553e-24
P0,1,73,5.967448757360216e-16,2.86587694164189e-24
P0,1,74,5.967448757360216e-16,1.3701116866259981e-24
P0,1,75,5.967448757360216e-16,6.550197625560528e-25
P0,1,76,5.967448757360216e-16,3.1315030265565975e-25
P0,1,77,5.967448757360216e-16,1.497101578594579e-25
P0,1,78,5.967448757360216e-16,7.157307904935764e-26
P0,1,79,5.967448757360216e-16,3.4217488765288693e-26
P0,1,80,5.967448757360216e-16,1.6358616297550023e-26
P0,1,81,5.967448757360216e-16,7.820688683674985e-27
P0,1,82,5.967448757360216e-16,3.738896394074735e-27
P0,1,83,5.967448757360216e-16,1.7874827666783027e-27
P0,1,84,5.967448757360216e-16,8.545555437790113e-28
P0,1,85,5.967448757360216e-16,4.08543898166079e-28
P0,1,86,5.967448757360216e-16,1.9531570293328771e-28
P0,1,87,5.967448757360216e-16,9.33760704383755e-29
P0,1,88,5.967448757360216e-16,4.464101144745421e-29
P0,1,89,5.967448757360216e-16,2.1341869428601838e-29
P0,1,90,5.967448757360216e-16,1.0203070583282327e-29
P0,1,91,5.967448757360216e-16,4.877859911743506e-30
P0,1,92,5.967448757360216e-16,2.3319957579809262e-30
P0,1,93,5.967448757360216e-16,1.1148750299590384e-30
P0,1,94,5.967448757360216e-16,5.329968239317584e-31
P0,1,95,5.967448757360216e-16,2.5481386405414367e-31
P0,1,96,5.967448757360216e-16,1.2182081092947915e-31
P0,1,97,5.967448757360216e-16,5.823980587007068e-32
P0,1,98,5.967448757360216e-16,2.7843148981720705e-32
P0,1,99,5.967448757360216e-16,1.3311186973181339e-32
P0,1,100,5.967448757360216e-16,6.36378086226231e-33
P0,1,101,5.967448757360216e-16,3.042381340183158e-33
P0,1,102,5.967448757360216e-16,1.4544944930432678e-33
P0,1,103,5.967448757360216e-16,6.953612955586401e-34
P0,1,104,5.967448757360216e-16,3.324366875733552e-34
P0,1,105,5.967448757360216e-16,1.5893054725739315e-34
P0,1,106,5.967448757360216e-16,7.598114105850865e-35
P0,1,107,5.967448757360216e-16,3.6324884650420376e-35
P0,1,108,5.967448757360216e-16,1.736611515020915e-35
P0,1,109,5.967448757360216e-16,8.302351358102213e-36
P0,1,110,5.967448757360216e-16,3.969168549049469e-36
P0,1,111,5.967448757360216e-16,1.8975707352338136e-36
P0,1,112,5.967448757360216e-16,9.071861400489289e-37
P0,1,113,5.967448757360216e-16,4.337054094563008e-37
P0,1,114,5.967448757360216e-16,2.0734485888586485e-37
P0,1,115,5.967448757360216e-16,9.91269409350795e-38
P0,1,116,5.967448757360216e-16,4.739037404614717e-38
P0,1,117,5.967448757360216e-16,2.2656278213050038e-38
P0,1,118,5.967448757360216e-16,1.0831460033788394e-38
P0,1,119,5.967448757360216e-16,5.1782788576447896e-39
P0,1,120,5.967448757360216e-16,2.4756193388411002e-39
P0,1,121,5.967448757360216e-16,1.183538252637002e-39
P0,1,122,5.967448757360216e-16,5.658231754284085e-40
P0,1,123,5.967448757360216e-16,2.7050740872849597e-40
P0,1,124,5.967448757360216e-16,1.2932354374067887e-40
P0,1,125,5.967448757360216e-16,6.182669467080466e-41
P0,1,126,5.967448757360216e-16,2.955796031681523e-41
P0,1,127,5.967448757360216e-16,1.4130999930406812e-41
P0,1,128,5.967448757360216e-16,6.755715106619128e-42
P0,1,129,5.967448757360216e-16,3.22975633901146e-42
P0,1,130,5.967448757360216e-16,1.5440742903981078e-42
P0,1,131,5.967448757360216e-16,7.381873937270909e-43
P0,1,132,5.967448757360216e-16,3.52910887543564e-43
P0,1,133,5.967448757360216e-16,1.6871880447315116e-43
P0,1,134,5.967448757360216e-16,8.066068797420003e-44
P0,1,135,5.967448757360216e-16,3.8562071399140363e-44
P0,1,136,5.967448757360216e-16,1.8435664112709263e-44
P0,1,137,5.967448757360216e-16,8.813678802643699e-45
P0,1,138,5.967448757360216e-16,4.213622767330568e-45
P0,1,139,5.967448757360216e-16,2.0144388311542448e-45
P0,1,140,5.967448757360216e-16,9.630581636127095e-46
P0,1,141,5.967448757360216e-16,4.604165746594801e-46
P0,1,142,5.967448757360216e-16,2.2011486972495784e-46
P0,1,143,5.967448757360216e-16,1.0523199758798594e-46
P0,1,144,5.967448757360216e-16,5.030906512674491e-47
P0,1,145,5.967448757360216e-16,2.405163915862051e-47
P0,1,146,5.967448757360216e-16,1.149855090248854e-47
P0,1,147,5.967448757360216e-16,5.497200086245738e-48
P0,1,148,5.967448757360216e-16,2.6280884473607922e-48
P0,1,149,5.967448757360216e-16,1.2564303243086479e-48
P0,1,150,5.967448757360216e-16,6.0067124507458285e-49
P0,1,151,5.967448757360216e-16,2.871674916458128e-49
P0,1,152,5.967448757360216e-16,1.3728835687466382e-49
P0,1,153,5.967448757360216e-16,6.563449374204217e-50
P0,1,154,5.967448757360216e-16,3.1378383912825327e-50
P0,1,155,5.967448757360216e-16,1.5001303748153507e-50
P0,1,156,5.967448757360216e-16,7.171787902447836e-51
P0,1,157,5.967448757360216e-16,3.4286714395759205e-51
P0,1,158,5.967448757360216e-16,1.639171152363721e-51
P0,1,159,5.967448757360216e-16,7.83651077127921e-52
P0,1,160,5.967448757360216e-16,3.746460580386569e-52
P0,1,161,5.967448757360216e-16,1.7910990350236292e-52
P0,1,162,5.967448757360216e-16,8.562844008174677e-53
P0,1,163,5.967448757360216e-16,4.093704260600288e-53
P0,1,164,5.967448757360216e-16,1.957108474387508e-53
P0,1,165,5.967448757360216e-16,9.356498019125931e-54
P0,1,166,5.967448757360216e-16,4.473132497640687e-54
P0,1,167,5.967448757360216e-16,2.1385046307441438e-54
P0,1,168,5.967448757360216e-16,1.0223712483648183e-54
P0,1,169,5.967448757360216e-16,4.887728342768749e-55
P0,1,170,5.967448757360216e-16,2.336713634202297e-55
P0,1,171,5.967448757360216e-16,1.1171305410917853e-55
P0,1,172,5.967448757360216e-16,5.340751333725401e-56
P0,1,173,5.967448757360216e-16,2.55329379687473e-56
P0,1,174,5.967448757360216e-16,1.2206726742717446e-56
P0,1,175,5.967448757360216e-16,5.835763121100936e-57
P0,1,176,5.967448757360216e-16,2.789947864272433e-57
P0,1,177,5.967448757360216e-16,1.3338116924612027e-57
P0,1,178,5.967448757360216e-16,6.376655469904855e-58
P0,1,179,5.967448757360216e-16,3.0485364022290773e-58
P0,1,180,5.967448757360216e-16,1.4574370905841766e-58
P0,1,181,5.967448757360216e-16,6.96768085648352e-59
P0,1,182,5.967448757360216e-16,3.33109242460321e-59
P0,1,183,5.967448757360216e-16,1.5925208071095496e-59
P0,1,184,5.967448757360216e-16,7.613485901337447e-60
P0,1,185,5.967448757360216e-16,3.6398373767606695e-60
P0,1,186,5.967448757360216e-16,1.7401248653966337e-60
P0,1,187,5.967448757360216e-16,8.31914790068588e-61
P0,1,188,5.967448757360216e-16,3.977198600498785e-61
P0,1,189,5.967448757360216e-16,1.9014097232849242e-61
P0,1,190,5.967448757360216e-16,9.090214743988507e-62
P0,1,191,5.967448757360216e-16,4.345828417720979e-62
P0,1,192,5.967448757360216e-16,2.077643396572227e-62
P0,1,193,5.967448757360216e-16,9.93274853125443e-63
P0,1,194,5.967448757360216e-16,4.748624982896925e-63
P0,1,195,5.967448757360216e-16,2.2702114281096175e-63
P0,1,196,5.967448757360216e-16,1.0853373233056126e-63
P0,1,197,5.967448757360216e-16,5.1887550682495906e-64
P0,1,198,5.967448757360216e-16,2.480627780889896e-64
P0,1,199,5.967448757360216e-16,1.1859326767949746e-64
P0,1,200,5.967448757360216e-16,5.669678960805444e-65
P0,2,0,0.7706766917293233,0.7706766917293233
P0,2,1,0.22067669172932336,0.3684432944785355
P0,2,2,0.08828947368421053,0.17614450093408957
P0,2,3,0.038164473684210526,0.08421074741835753
P0,2,4,0.017145723684210537,0.0402592754423365
P0,2,5,0.007897911184210543,0.01924705941736589
P0,2,6,0.0036944893092105274,0.00920158875552067
P0,2,7,0.001744138527960501,0.004399073842382936
P0,2,8,0.0008278202857730094,0.002103098843569514
P0,2,9,0.00039412720569485804,0.0010054445331673537
P0,2,10,0.0001879787671206501,0.00048068055021147825
P0,2,11,8.974753860012397e-05,0.00022980262334685268
P0,2,12,4.287341422441748e-05,0.0001098634959826473
P0,2,13,2.0487880650288393e-05,5.252328095189462e-05
P0,2,14,9.792366638519678e-06,2.5110206236176806e-05
P0,2,15,4.680850494334643e-06,1.2004628153386301e-05
P0,2,16,2.2376302077631305e-06,5.73914430433674e-06
P0,2,17,1.0697120915448277e-06,2.743756568312335e-06
P0,2,18,5.113921416333156e-07,1.3117286666704745e-06
P0,2,19,2.444815343088935e-07,6.271081461222523e-07
P0,2,20,1.168801722906121e-07,2.9980638292452745e-07
P0,2,21,5.587752974212101e-08,1.4333072819750275e-07
P0,2,22,2.6713724857185817e-08,6.852321636793847e-08
P0,2,23,1.2771214766282846e-08,3.275941761027849e-08
P0,2,24,6.105626809693732e-09,1.566154507987686e-08
P0,2,25,2.918962169196071e-09,7.487434520571442e-09
P0,2,26,1.3954901123547359e-09,3.5795750300445877e-09
P0,2,27,6.671524721557631e-10,1.7113147848591531e-09
P0,2,28,3.18950643674043e-10,8.181413347385681e-10
P0,2,29,1.5248313722793227e-10,3.911350790222361e-10
P0,2,30,7.289892300921252e-11,1.8699293575066316e-10
P0,2,31,3.485146893300595e-11,8.939714154010666e-11
P0,2,32,1.6661796942152307e-11,4.273877450749377e-11
P0,2,33,7.965697546019612e-12,2.0432452480406458e-11
P0,2,34,3.8083147746448276e-12,9.768298674330651e-12
P0,2,35,1.8207935159608724e-12,4.670005183295147e-12
P0,2,36,8.705536291842009e-13,2.2326250598083752e-12
P0,2,37,4.1626424529539463e-13,1.067368121027912e-12
P0,2,38,1.99104621678714e-13,5.10284832995845e-13
P0,2,39,9.529876887626187e-14,2.439557690132552e-13
P0,2,40,4.567179967551738e-14,1.166297984704815e-13
P0,2,41,2.1913026948539027e-14,5.575809888113794e-14
P0,2,42,1.058875209736243e-14,2.6656700359690853e-14
P0,2,43,5.1486592766991635e-15,1.2743972415220204e-14
P0,2,44,2.55351295663786e-15,6.09260826465534e-15
P0,2,45,1.3461454173580023e-15,2.912739784512878e-15
P0,2,46,7.355227538141662e-16,1.392515763979464e-15
P0,2,47,4.3021142204224816e-16,6.657306509979236e-16
P0,2,48,4.3021142204224816e-16,3.1827093893111233e-16
P0,2,49,4.579669976578771e-16,1.5215821956860413e-16
P0,2,50,4.718447854656915e-16,7.274344261540849e-17
P0,2,51,4.996003610813204e-16,3.4777013417637816e-17
P0,2,52,5.273559366969494e-16,1.6626112523225253e-17
P0,2,53,5.273559366969494e-16,7.948572648126022e-18
P0,2,54,5.273559366969494e-16,3.800034858075233e-18
P0,2,55,5.273559366969494e-16,1.816711699300041e-18
P0,2,56,5.273559366969494e-16,8.685292429252504e-19
P0,2,57,5.273559366969494e-16,4.1522441128493236e-19
P0,2,58,5.273559366969494e-16,1.9850950688341665e-19
P0,2,59,5.273559366969494e-16,9.490295669552126e-20
P0,2,60,5.273559366969494e-16,4.5370981626796764e-20
P0,2,61,5.273559366969494e-16,2.169085184967981e-20
P0,2,62,5.273559366969494e-16,1.0369911275776272e-20
P0,2,63,5.273559366969494e-16,4.957622716373828e-21
P0,2,64,5.273559366969494e-16,2.370128571429455e-21
P0,2,65,5.273559366969494e-16,1.1331054754434934e-21
P0,2,66,5.273559366969494e-16,5.417123922967907e-22
P0,2,67,5.273559366969494e-16,2.5898058241493883e-22
P0,2,68,5.273559366969494e-16,1.2381282581262132e-22
P0,2,69,5.273559366969494e-16,5.919214364552391e-23
P0,2,70,5.273559366969494e-16,2.829844037850216e-23
P0,2,71,5.273559366969494e-16,1.3528851609958505e-23
P0,2,72,5.273559366969494e-16,6.467841458263598e-24
P0,2,73,5.273559366969494e-16,3.0921303844030914e-24
P0,2,74,5.273559366969494e-16,1.4782783987280506e-24
P0,2,75,5.273559366969494e-16,7.067318490736358e-25
P0,2,76,5.273559366969494e-16,3.3787269497058026e-25
P0,2,77,5.273559366969494e-16,1.6152938084836246e-25
P0,2,78,5.273559366969494e-16,7.72235852900964e-26
P0,2,79,5.273559366969494e-16,3.691886945728517e-26
P0,2,80,5.273559366969494e-16,1.765008600525134e-26
P0,2,81,5.273559366969494e-16,8.438111474491431e-27
P0,2,82,5.273559366969494e-16,4.034072425185898e-27
P0,2,83,5.273559366969494e-16,1.928599827205537e-27
P0,2,84,5.273559366969494e-16,9.220204551299859e-28
P0,2,85,5.273559366969494e-16,4.407973638107694e-28
P0,2,86,5.273559366969494e-16,2.1073536369117883e-28
P0,2,87,5.273559366969494e-16,1.0074786547298409e-28
P0,2,88,5.273559366969494e-16,4.81653018248848e-29
P0,2,89,5.273559366969494e-16,2.3026753857175666e-29
P0,2,90,5.273559366969494e-16,1.1008576155646722e-29
P0,2,91,5.273559366969494e-16,5.262954115302203e-30
P0,2,92,5.273559366969494e-16,2.5161006862425782e-30
P0,2,93,5.273559366969494e-16,1.2028914796926467e-30
P0,2,94,5.273559366969494e-16,5.750755205579498e-31
P0,2,95,5.273559366969494e-16,2.7493074805841816e-31
P0,2,96,5.273559366969494e-16,1.3143824337128014e-31
P0,2,97,5.273559366969494e-16,6.283768528086572e-32
P0,2,98,5.273559366969494e-16,3.0041292322382865e-32
P0,2,99,5.273559366969494e-16,1.43620701552746e-32
P0,2,100,5.273559366969494e-16,6.866184614546177e-33
P0,2,101,5.273559366969494e-16,3.282569340723933e-33
P0,2,102,5.273559366969494e-16,1.5693230056519468e-33
P0,2,103,5.273559366969494e-16,7.502582399448485e-34
P0,2,104,5.273559366969494e-16,3.5868168922388324e-34
P0,2,105,5.273559366969494e-16,1.7147769572508207e-34
P0,2,106,5.273559366969494e-16,8.19796521947067e-35
P0,2,107,5.273559366969494e-16,3.9192638701769347e-35
P0,2,108,5.273559366969494e-16,1.8737124241015135e-35
P0,2,109,5.273559366969494e-16,8.957800149531335e-36
P0,2,110,5.273559366969494e-16,4.2825239608165323e-36
P0,2,111,5.273559366969494e-16,2.0473789511733253e-36
P0,2,112,5.273559366969494e-16,9.788060984738442e-37
P0,2,113,5.273559366969494e-16,4.679453102028509e-37
P0,2,114,5.273559366969494e-16,2.2371418985053835e-37
P0,2,115,5.273559366969494e-16,1.0695275206153311e-37
P0,2,116,5.273559366969494e-16,5.113171936557984e-38
P0,2,117,5.273559366969494e-16,2.444493175618557e-38
P0,2,118,5.273559366969494e-16,1.1686575299613792e-38
P0,2,119,5.273559366969494e-16,5.58709034640622e-39
P0,2,120,5.273559366969494e-16,2.671062970854871e-39
P0,2,121,5.273559366969494e-16,1.2769754831083443e-39
P0,2,122,5.273559366969494e-16,6.104934261201249e-40
P0,2,123,5.273559366969494e-16,2.918632567860088e-40
P0,2,124,5.273559366969494e-16,1.3953329719389036e-40
P0,2,125,5.273559366969494e-16,6.67077495132366e-41
P0,2,126,5.273559366969494e-16,3.1891483499721696e-41
P0,2,127,5.273559366969494e-16,1.5246605188070509e-41
P0,2,128,5.273559366969494e-16,7.28906103608906e-42
P0,2,129,5.273559366969494e-16,3.4847371026176276e-42
P0,2,130,5.273559366969494e-16,1.6659748922716426e-42
P0,2,131,5.273559366969494e-16,7.964653458634401e-43
P0,2,132,5.273559366969494e-16,3.807722734022664e-43
P0,2,133,5.273559366969494e-16,1.8203871008945255e-43
P0,2,134,5.273559366969494e-16,8.702863702479476e-44
P0,2,135,5.273559366969494e-16,4.1606445456967235e-44
P0,2,136,5.273559366969494e-16,1.9891111279502099e-44
P0,2,137,5.273559366969494e-16,9.509495550220832e-45
P0,2,138,5.273559366969494e-16,4.546277196330349e-45
P0,2,139,5.273559366969494e-16,2.1734734757190536e-45
P0,2,140,5.273559366969494e-16,1.0390890712663444e-45
P0,2,141,5.273559366969494e-16,4.967652516062812e-46
P0,2,142,5.273559366969494e-16,2.3749235944008607e-46
P0,2,143,5.273559366969494e-16,1.1353978687124798e-46
P0,2,144,5.273559366969494e-16,5.428083342622478e-47
P0,2,145,5.273559366969494e-16,2.5950452776406335e-47
P0,2,146,5.273559366969494e-16,1.2406331236895531e-47
P0,2,147,5.273559366969494e-16,5.931189566738821e-48
P0,2,148,5.273559366969494e-16,2.8355691142576964e-48
P0,2,149,5.273559366969494e-16,1.3556221920172254e-48
P0,2,150,5.273559366969494e-16,6.480926591594183e-49
P0,2,151,5.273559366969494e-16,3.098386094073243e-49
P0,2,152,5.273559366969494e-16,1.4812691136476884e-49
P0,2,153,5.273559366969494e-16,7.081616430062444e-50
P0,2,154,5.273559366969494e-16,3.385562474804838e-50
P0,2,155,5.273559366969494e-16,1.61856172019551e-50
P0,2,156,5.273559366969494e-16,7.737981684220034e-51
P0,2,157,5.273559366969494e-16,3.699356026910862e-51
P0,2,158,5.273559366969494e-16,1.768579401234541e-51
P0,2,159,5.273559366969494e-16,8.455182674274938e-52
P0,2,160,5.273559366969494e-16,4.0422337841012984e-52
P0,2,161,5.273559366969494e-16,1.932501590420231e-52
P0,2,162,5.273559366969494e-16,9.238858008820044e-53
P0,2,163,5.273559366969494e-16,4.416891439068732e-53
P0,2,164,5.273559366969494e-16,2.1116170381549426e-53
P0,2,165,5.273559366969494e-16,1.0095168915372715e-53
P0,2,166,5.273559366969494e-16,4.8262745369281095e-54
P0,2,167,5.273559366969494e-16,2.3073339436976285e-54
P0,2,168,5.273559366969494e-16,1.1030847679725671e-54
P0,2,169,5.273559366969494e-16,5.273601632987334e-55
P0,2,170,5.273559366969494e-16,2.5211910263761623e-55
P0,2,171,5.273559366969494e-16,1.2053250574937682e-55
P0,2,172,5.273559366969494e-16,5.762389596914249e-56
P0,2,173,5.273559366969494e-16,2.754869622943787e-56
P0,2,174,5.273559366969494e-16,1.3170415696089877e-56
P0,2,175,5.273559366969494e-16,6.296481262240483e-57
P0,2,176,5.273559366969494e-16,3.0102069061886774e-57
P0,2,177,5.273559366969494e-16,1.439112615550245e-57
P0,2,178,5.273559366969494e-16,6.880075638581554e-58
P0,2,179,5.273559366969494e-16,3.2892103287208466e-58
P0,2,180,5.273559366969494e-16,1.5724979135250324e-58
P0,2,181,5.273559366969494e-16,7.51776092410064e-59
