label,initial_state,t,delta,mu_power_reference
P0,2,182,5.273559366969494e-16,3.594073405492937e-59
P0,2,183,5.273559366969494e-16,1.718246133986619e-59
P0,2,184,5.273559366969494e-16,8.214550577758823e-60
P0,2,185,5.273559366969494e-16,3.9271929591365114e-60
P0,2,186,5.273559366969494e-16,1.8775031442437362e-60
P0,2,187,5.273559366969494e-16,8.975922734950554e-61
P0,2,188,5.273559366969494e-16,4.291187963696057e-61
P0,2,189,5.273559366969494e-16,2.0515210172284706e-61
P0,2,190,5.273559366969494e-16,9.807863276408652e-62
P0,2,191,5.273559366969494e-16,4.6889201349094765e-62
P0,2,192,5.273559366969494e-16,2.241667875248982e-62
P0,2,193,5.273559366969494e-16,1.0716912888985041e-62
P0,2,194,5.273559366969494e-16,5.123516428915103e-63
P0,2,195,5.273559366969494e-16,2.4494386461182716e-63
P0,2,196,5.273559366969494e-16,1.1710218488297399e-63
P0,2,197,5.273559366969494e-16,5.598393626269295e-64
P0,2,198,5.273559366969494e-16,2.6764668162233087e-64
P0,2,199,5.273559366969494e-16,1.2795589407524726e-64
P0,2,200,5.273559366969494e-16,6.117285194553242e-65
P0,3,0,0.7951127819548871,0.7951127819548871
P0,3,1,0.2951127819548871,0.38012564284005
P0,3,2,0.1257894736842105,0.18172957047590213
P0,3,3,0.059789473684210476,0.08688084428772008
P0,3,4,0.02848947368421051,0.04153578905392277
P0,3,5,0.013594473684210531,0.019857332033038463
P0,3,6,0.006492223684210499,0.009493346447768886
P0,3,7,0.003101886184210534,0.004538556671531663
P0,3,8,0.0014824255592105207,0.002169782465438791
P0,3,9,0.0007085739654605627,0.001037324481779977
P0,3,10,0.0003387151513980502,0.0004959216408279397
P0,3,11,0.00016192174803865422,0.00023708904798955775
P0,3,12,7.740834134725705e-05,0.0001133469726845361
P0,3,13,3.7006428765418153e-05,5.418865327475956e-05
P0,3,14,1.7691737198871627e-05,2.590638350707997e-05
P0,3,15,8.457967159661295e-06,1.238526270459123e-05
P0,3,16,4.043549533858104e-06,5.921117172523026e-06
P0,3,17,1.933126419648157e-06,2.8307537277954084e-06
P0,3,18,9.241833753004247e-07,1.3533200634185627e-06
P0,3,19,4.418310968895556e-07,6.469920629505187e-07
P0,3,20,2.1122948386242957e-07,3.0931243896847583e-07
P0,3,21,1.009840702864695e-07,1.478753610427894e-07
P0,3,22,4.8278219824671176e-08,7.069590371619017e-08
P0,3,23,2.308073571155589e-08,3.379813085158e-08
P0,3,24,1.103438319882688e-08,1.615813065558027e-08
P0,3,25,5.275291731221543e-09,7.724840980979803e-09
P0,3,26,2.5219989430169676e-09,3.6930737505094154e-09
P0,3,27,1.2057112669383585e-09,1.765575985354687e-09
P0,3,28,5.764235200267365e-10,8.440824014497909e-10
P0,3,29,2.755751876692969e-10,4.0353692299123374e-10
P0,3,30,1.3174646096292264e-10,1.9292198005495245e-10
P0,3,31,6.298514487745877e-11,9.223168505235394e-11
P0,3,32,3.0111912963093346e-11,4.4093906382121615e-11
P0,3,33,1.4395928893407017e-11,2.10803107297852e-11
P0,3,34,6.882480696468463e-12,1.0078025217663085e-11
P0,3,35,3.290465122596231e-12,4.8180785183752365e-12
P0,3,36,1.5731999036816546e-12,2.3034156104852257e-12
P0,3,37,7.521899769713514e-13,1.1012115004751383e-12
P0,3,38,3.597122599785507e-13,5.264645959932742e-13
P0,3,39,1.7208456881689926e-13,2.5169095193318764e-13
P0,3,40,8.235079285157099e-14,1.2032781647076504e-13
P0,3,41,3.94545507376165e-14,5.752603860175938e-14
P0,3,42,1.892930256985892e-14,2.7501912810120072e-14
P0,3,43,9.145462165349727e-15,1.314804958936133e-14
P0,3,44,4.468647674116255e-15,6.2857885267053865e-15
P0,3,45,2.220446049250313e-15,3.0050949484120668e-15
P0,3,46,1.1379786002407855e-15,1.4366687028373492e-15
P0,3,47,6.38378239159465e-16,6.86839183834443e-16
P0,3,48,3.885780586188048e-16,3.2836245650697684e-16
P0,3,49,3.885780586188048e-16,1.5698274848175499e-16
P0,3,50,3.7470027081099033e-16,7.504994201540923e-17
P0,3,51,3.608224830031759e-16,3.5879699208928764e-17
P0,3,52,3.608224830031759e-16,1.7153281944693368e-17
P0,3,53,3.608224830031759e-16,8.200600561359285e-18
P0,3,54,3.608224830031759e-16,3.920523768209325e-18
P0,3,55,3.608224830031759e-16,1.874314753180286e-18
P0,3,56,3.608224830031759e-16,8.960679750180022e-19
P0,3,57,3.608224830031759e-16,4.2839006335006427e-19
P0,3,58,3.608224830031759e-16,2.0480371076020788e-19
P0,3,59,3.608224830031759e-16,9.791207483464753e-20
P0,3,60,3.608224830031759e-16,4.6809573727158606e-20
P0,3,61,3.608224830031759e-16,2.2378610566864774e-20
P0,3,62,3.608224830031759e-16,1.0698713340617958e-20
P0,3,63,3.608224830031759e-16,5.114815631771047e-21
P0,3,64,3.608224830031759e-16,2.4452789895479498e-21
P0,3,65,3.608224830031759e-16,1.169033210030726e-21
P0,3,66,3.608224830031759e-16,5.588886388818108e-22
P0,3,67,3.608224830031759e-16,2.671921618573637e-22
P0,3,68,3.608224830031759e-16,1.2773859833838732e-22
P0,3,69,3.608224830031759e-16,6.106896771233321e-23
P0,3,70,3.608224830031759e-16,2.919570800025954e-23
P0,3,71,3.608224830031759e-16,1.3957815197591335e-23
P0,3,72,3.608224830031759e-16,6.67291935815976e-24
P0,3,73,3.608224830031759e-16,3.1901735429329454e-24
P0,3,74,3.608224830031759e-16,1.5251506406389398e-24
P0,3,75,3.608224830031759e-16,7.2914041989792175e-25
P0,3,76,3.608224830031759e-16,3.485857316403791e-25
P0,3,77,3.608224830031759e-16,1.6665104414355443e-25
P0,3,78,3.608224830031759e-16,7.967213799441652e-26
P0,3,79,3.608224830031759e-16,3.8089467757150305e-26
P0,3,80,3.608224830031759e-16,1.8209722878588575e-26
P0,3,81,3.608224830031759e-16,8.70566135051189e-27
P0,3,82,3.608224830031759e-16,4.161982038667402e-27
P0,3,83,3.608224830031759e-16,1.989750553434005e-27
P0,3,84,3.608224830031759e-16,9.512552500487414e-28
P0,3,85,3.608224830031759e-16,4.547738655901353e-28
P0,3,86,3.608224830031759e-16,2.1741721668626494e-28
P0,3,87,3.608224830031759e-16,1.0394230998798114e-28
P0,3,88,3.608224830031759e-16,4.9692494321771386e-29
P0,3,89,3.608224830031759e-16,2.375687044289099e-29
P0,3,90,3.608224830031759e-16,1.1357628570337958e-29
P0,3,91,3.608224830031759e-16,5.4298282701776386e-30
P0,3,92,3.608224830031759e-16,2.595879488489294e-30
P0,3,93,3.608224830031759e-16,1.2410319412438768e-30
P0,3,94,3.608224830031759e-16,5.933096224292994e-31
P0,3,95,3.608224830031759e-16,2.836480644602704e-31
P0,3,96,3.608224830031759e-16,1.3560579742939387e-31
P0,3,97,3.608224830031759e-16,6.483009969221024e-32
P0,3,98,3.608224830031759e-16,3.0993821103336465e-32
P0,3,99,3.608224830031759e-16,1.4817452867515014e-32
P0,3,100,3.608224830031759e-16,7.083892907202518e-33
P0,3,101,3.608224830031759e-16,3.386650807624936e-33
P0,3,102,3.608224830031759e-16,1.6190820277823743e-33
P0,3,103,3.608224830031759e-16,7.740469158455387e-34
P0,3,104,3.608224830031759e-16,3.7005452327244533e-34
P0,3,105,3.608224830031759e-16,1.7691479339441391e-34
P0,3,106,3.608224830031759e-16,8.457900702039252e-35
P0,3,107,3.608224830031759e-16,4.0435332124020566e-35
P0,3,108,3.608224830031759e-16,1.9331228180364393e-35
P0,3,109,3.608224830031759e-16,9.24182795915062e-36
P0,3,110,3.608224830031759e-16,4.4183113059155925e-36
P0,3,111,3.608224830031759e-16,2.112295844747113e-36
P0,3,112,3.608224830031759e-16,1.0098414137913075e-36
P0,3,113,3.608224830031759e-16,4.827826005263558e-37
P0,3,114,3.608224830031759e-16,2.3080756660189686e-37
P0,3,115,3.608224830031759e-16,1.1034393688299636e-37
P0,3,116,3.608224830031759e-16,5.275296900400066e-38
P0,3,117,3.608224830031759e-16,2.522001495821096e-38
P0,3,118,3.608224830031759e-16,1.205712524813813e-38
P0,3,119,3.608224830031759e-16,5.7642419915361725e-39
P0,3,120,3.608224830031759e-16,2.7557552113941713e-39
P0,3,121,3.608224830031759e-16,1.3174649496459257e-39
P0,3,122,3.608224830031759e-16,6.29850534753202e-40
P0,3,123,3.608224830031759e-16,3.01117457610931e-40
P0,3,124,3.608224830031759e-16,1.4395752369028198e-40
P0,3,125,3.608224830031759e-16,6.882287327829043e-41
P0,3,126,3.608224830031759e-16,3.2902676878981157e-41
P0,3,127,3.608224830031759e-16,1.5730034133058107e-41
P0,3,128,3.608224830031759e-16,7.520177605526029e-42
P0,3,129,3.608224830031759e-16,3.595228766846966e-42
P0,3,130,3.608224830031759e-16,1.718798486416841e-42
P0,3,131,3.608224830031759e-16,8.217191251225247e-43
P0,3,132,3.608224830031759e-16,3.928455406077041e-43
P0,3,133,3.608224830031759e-16,1.878106691898498e-43
P0,3,134,3.608224830031759e-16,8.978808161338581e-44
P0,3,135,3.608224830031759e-16,4.292567421535887e-44
P0,3,136,3.608224830031759e-16,2.0521805051778992e-44
P0,3,137,3.608224830031759e-16,9.811016140837588e-45
P0,3,138,3.608224830031759e-16,4.690427448896921e-45
P0,3,139,3.608224830031759e-16,2.2423884883638038e-45
P0,3,140,3.608224830031759e-16,1.0720357979162527e-45
P0,3,141,3.608224830031759e-16,5.125163449498949e-46
P0,3,142,3.608224830031759e-16,2.450226049833083e-46
P0,3,143,3.608224830031759e-16,1.1713982889399485e-46
P0,3,144,3.608224830031759e-16,5.600193302266604e-47
P0,3,145,3.608224830031759e-16,2.677327201078019e-47
P0,3,146,3.608224830031759e-16,1.2799702715138558e-47
P0,3,147,3.608224830031759e-16,6.11925167495249e-48
P0,3,148,3.608224830031759e-16,2.925477403246355e-48
P0,3,149,3.608224830031759e-16,1.3986053346909422e-48
P0,3,150,3.608224830031759e-16,6.6864193859618026e-49
P0,3,151,3.608224830031759e-16,3.196627604373126e-49
P0,3,152,3.608224830031759e-16,1.52823618310481e-49
P0,3,153,3.608224830031759e-16,7.306155487601008e-50
P0,3,154,3.608224830031759e-16,3.492909577664503e-50
P0,3,155,3.608224830031759e-16,1.6698819698602455e-50
P0,3,156,3.608224830031759e-16,7.983332322987985e-51
P0,3,157,3.608224830031759e-16,3.816652681422669e-51
P0,3,158,3.608224830031759e-16,1.824656309078563e-51
P0,3,159,3.608224830031759e-16,8.723273832239752e-52
P0,3,160,3.608224830031759e-16,4.170402172377681e-52
P0,3,161,3.608224830031759e-16,1.993776031092092e-52
P0,3,162,3.608224830031759e-16,9.531797409099703e-53
P0,3,163,3.608224830031759e-16,4.556939216405056e-53
P0,3,164,3.608224830031759e-16,2.1785707491208307e-53
P0,3,165,3.608224830031759e-16,1.0415259637079654e-53
P0,3,166,3.608224830031759e-16,4.979302753952659e-54
P0,3,167,3.608224830031759e-16,2.3804933126441385e-54
P0,3,168,3.608224830031759e-16,1.1380606264692582e-54
P0,3,169,3.608224830031759e-16,5.440813392082054e-55
P0,3,170,3.608224830031759e-16,2.6011312296515037e-55
P0,3,171,3.608224830031759e-16,1.2435426812679608e-55
P0,3,172,3.608224830031759e-16,5.945099510962749e-56
P0,3,173,3.608224830031759e-16,2.842219147573712e-56
P0,3,174,3.608224830031759e-16,1.358801424255126e-56
P0,3,175,3.608224830031759e-16,6.496125790067619e-57
P0,3,176,3.608224830031759e-16,3.10565249101905e-57
P0,3,177,3.608224830031759e-16,1.4847430155554965e-57
P0,3,178,3.608224830031759e-16,7.098224378341457e-58
P0,3,179,3.608224830031759e-16,3.393502363533946e-58
P0,3,180,3.608224830031759e-16,1.6223576034660698e-58
P0,3,181,3.608224830031759e-16,7.756128953401391e-59
P0,3,182,3.608224830031759e-16,3.7080318305451515e-59
P0,3,183,3.608224830031759e-16,1.7727271089666824e-59
P0,3,184,3.608224830031759e-16,8.475011937541419e-60
P0,3,185,3.608224830031759e-16,4.051713711499376e-60
P0,3,186,3.608224830031759e-16,1.9370337317441472e-60
P0,3,187,3.608224830031759e-16,9.260525163131913e-61
P0,3,188,3.608224830031759e-16,4.427250021081541e-61
P0,3,189,3.608224830031759e-16,2.1165692446040074e-61
P0,3,190,3.608224830031759e-16,1.0118844307124047e-61
P0,3,191,3.608224830031759e-16,4.837593212357825e-62
P0,3,192,3.608224830031759e-16,2.312745149342242e-62
P0,3,193,3.608224830031759e-16,1.1056717444001638e-62
P0,3,194,3.608224830031759e-16,5.285969388856313e-63
P0,3,195,3.608224830031759e-16,2.5271037739220215e-63
P0,3,196,3.608224830031759e-16,1.2081518098901949e-63
P0,3,197,3.608224830031759e-16,5.7759036680778324e-64
P0,3,198,3.608224830031759e-16,2.7613303982011205e-64
P0,3,199,3.608224830031759e-16,1.3201303218007215e-64
P0,3,200,3.608224830031759e-16,6.311247895843954e-65
P0.5,0,0,0.719924812030075,0.719924812030075
P0.5,0,1,0.519924812030075,0.5320523838019635
P0.5,0,2,0.376174812030075,0.3932073660735646
P0.5,0,3,0.27264356203007506,0.2905955079642285
P0.5,0,4,0.19793184328007501,0.21476136139623883
P0.5,0,5,0.14391572999882501,0.158716983176641
P0.5,0,6,0.10479241017460625,0.11729801201164913
P0.5,0,7,0.07640773193974298,0.0866877844229963
P0.5,0,8,0.05578126331700127,0.06406563793614482
P0.5,0,9,0.04077009509244525,0.04734699348339087
P0.5,0,10,0.029830306821232666,0.03499126620967438
P0.5,0,11,0.021847330074017776,0.02585990410110857
P0.5,0,12,0.01601502652317198,0.01911147302047732
P0.5,0,13,0.011749291054868133,0.014124120475635294
P0.5,0,14,0.008626181302744548,0.010438273334374186
P0.5,0,15,0.006337512064810341,0.00771428921121592
P0.5,0,16,0.004658915596885263,0.005701159198266022
P0.5,0,17,0.003426820393296018,0.004213377968344298
P0.5,0,18,0.0025218250869716713,0.003113849883288379
P0.5,0,19,0.0018566682046086413,0.002301255944399702
P0.5,0,20,0.0013675077821268256,0.001700717478404052
P0.5,0,21,0.001007589558841629,0.0012568962389377116
P0.5,0,22,0.0007426422552867379,0.0009288951136894491
P0.5,0,23,0.0005475239335251264,0.0006864895490222681
P0.5,0,24,0.00040377619996720404,0.0005073424264715775
P0.5,0,25,0.0002978382495787968,0.00037494574835795314
P0.5,0,26,0.00021974122438365995,0.0002770994635505442
P0.5,0,27,0.0001621526956038094,0.00020478726065376024
P0.5,0,28,0.0001196766990907705,0.0001513457355301646
P0.5,0,29,8.834052107835333e-05,0.00011185037384670901
P0.5,0,30,6.521810530556171e-05,8.266176834004754e-05
P0.5,0,31,4.815350919537553e-05,6.109025575961214e-05
P0.5,0,32,3.555769419961996e-05,4.5148070549644335e-05
P0.5,0,33,2.6259113759877217e-05,3.336617679874327e-05
P0.5,0,34,1.939379695817256e-05,2.465889993993915e-05
P0.5,0,35,1.4324448028235626e-05,1.8223884322007e-05
P0.5,0,36,1.0580875909119158e-05,1.3468157970988226e-05
P0.5,0,37,7.816112688144305e-06,9.953491578765522e-06
P0.5,0,38,5.774077545081524e-06,7.356016674438124e-06
P0.5,0,39,4.265740940520568e-06,5.436381885332627e-06
P0.5,0,40,3.151549578694901e-06,4.0176972553464445e-06
P0.5,0,41,2.328464379197648e-06,2.9692342399950262e-06
P0.5,0,42,1.7203984872676825e-06,2.1943793699803323e-06
P0.5,0,43,1.2711620358540898e-06,1.6217315409252945e-06
P0.5,0,44,9.392555534032399e-07,1.198522564881524e-06
P0.5,0,45,6.940270071142951e-07,8.857547024772071e-07
P0.5,0,46,5.12834930410655e-07,6.546071104118435e-07
P0.5,0,47,3.7895397463072467e-07,4.837800666519975e-07
P0.5,0,48,2.800284129717001e-07,3.5753224975293013e-07
P0.5,0,49,2.0693012456329818e-07,2.642302120838402e-07
P0.5,0,50,1.5291519329940773e-07,1.9527638423140302e-07
P0.5,0,51,1.1300098920474788e-07,1.4431682863877433e-07
P0.5,0,52,8.350606132967453e-08,1.0665573878955528e-07
P0.5,0,53,6.171026670220847e-08,7.882273137541457e-08
P0.5,0,54,4.560370110706646e-08,5.825305841010406e-08
P0.5,0,55,3.370122021728594e-08,4.305127156744824e-08
P0.5,0,56,2.490541006761049e-08,3.181656095249242e-08
P0.5,0,57,1.8405346982608428e-08,2.3513673672976405e-08
P0.5,0,58,1.3601797410611738e-08,1.7377517652671123e-08
P0.5,0,59,1.0051950577461e-08,1.2842660146123883e-08
P0.5,0,60,7.42858216606912e-09,9.491224404164913e-09
P0.5,0,61,5.489880397502311e-09,7.01438328704853e-09
P0.5,0,62,4.057149796676818e-09,5.18390154973422e-09
P0.5,0,63,2.998335732473656e-09,3.831104485971744e-09
P0.5,0,64,2.2158503365510285e-09,2.831334939836064e-09
P0.5,0,65,1.637575783308698e-09,2.092466433867869e-09
P0.5,0,66,1.2102166074834386e-09,1.5464139248453698e-09
P0.5,0,67,8.943869256317072e-10,1.142859922744485e-09
P0.5,0,68,6.609800207169059e-10,8.446178490963432e-10
P0.5,0,69,4.884855020481638e-10,6.24205378817564e-10
P0.5,0,70,3.610068494142027e-10,4.6131200679886913e-10
P0.5,0,71,2.667961407354369e-10,3.4092748130419005e-10
P0.5,0,72,1.9717139032593423e-10,2.5195864359779283e-10
P0.5,0,73,1.457164111595688e-10,1.8620721873399585e-10
P0.5,0,74,1.0768944069816655e-10,1.3761436326828165e-10
P0.5,0,75,7.958621262016408e-11,1.0170235668890924e-10
P0.5,0,76,5.881692355380608e-11,7.516198971115784e-11
P0.5,0,77,4.346768778251686e-11,5.5547628209054673e-11
P0.5,0,78,3.212409505071179e-11,4.1051853623206e-11
P0.5,0,79,2.3740814869555038e-11,3.033891347365256e-11
P0.5,0,80,1.7545340180724622e-11,2.2421634823365444e-11
P0.5,0,81,1.2966683282655822e-11,1.6570458549510786e-11
P0.5,0,82,9.582862281476423e-12,1.2246212138595573e-11
P0.5,0,83,7.082098796296066e-12,9.050426172298843e-12
P0.5,0,84,5.233952160565991e-12,6.68861628177099e-12
P0.5,0,85,3.8680864067330845e-12,4.943147086454656e-12
P0.5,0,86,2.858616121592661e-12,3.6531775914427865e-12
P0.5,0,87,2.112587882407979e-12,2.699840057600144e-12
P0.5,0,88,1.5612372505913186e-12,1.9952866112220877e-12
P0.5,0,89,1.153799278341694e-12,1.4745942633583036e-12
P0.5,0,90,8.526790384877359e-13,1.0897824048432859e-12
P0.5,0,91,6.301209554138154e-13,8.053915028811156e-13
P0.5,0,92,4.656691698912141e-13,5.952155861851896e-13
P0.5,0,93,3.4411362648256727e-13,4.398874246505114e-13
P0.5,0,94,2.542827060025843e-13,3.2509388338741405e-13
P0.5,0,95,1.8790524691780774e-13,2.4025700007195397e-13
P0.5,0,96,1.3884726701718364e-13,1.7755924990685216e-13
P0.5,0,97,1.0257072968755665e-13,1.3122317858810334e-13
P0.5,0,98,7.578659921847475e-14,9.697902310242157e-14
P0.5,0,99,5.5969118228915704e-14,7.16712628294211e-14
P0.5,0,100,4.1341929879479267e-14,5.2967845532315877e-14
P0.5,0,101,3.0503377601576176e-14,3.9145294077106424e-14
P0.5,0,102,2.250977182427505e-14,2.892989195583287e-14
P0.5,0,103,1.662558979376172e-14,2.1380313223030176e-14
P0.5,0,104,1.2281842209915794e-14,1.5800881462425042e-14
P0.5,0,105,9.048317650695026e-15,1.1677464796010253e-14
P0.5,0,106,6.647460359943125e-15,8.630099807174328e-15
P0.5,0,107,4.884981308350689e-15,6.377978780739883e-15
P0.5,0,108,3.622102617839573e-15,4.713573914145405e-15
P0.5,0,109,2.6645352591003757e-15,3.483514105002187e-15
P0.5,0,110,1.942890293094024e-15,2.574452154729667e-15
P0.5,0,111,1.4155343563970746e-15,1.902620083402264e-15
P0.5,0,112,1.124100812432971e-15,1.4061101019551701e-15
P0.5,0,113,1.0269562977782698e-15,1.0391699509892946e-15
P0.5,0,114,1.0130785099704553e-15,7.679869346913501e-16
P0.5,0,115,9.992007221626409e-16,5.675721582356381e-16
P0.5,0,116,1.0130785099704553e-15,4.1945785826906785e-16
P0.5,0,117,1.0408340855860843e-15,3.0999564074921833e-16
P0.5,0,118,1.0547118733938987e-15,2.290988126437134e-16
P0.5,0,119,1.0547118733938987e-15,1.693129162329733e-16
P0.5,0,120,1.0685896612017132e-15,1.2512881787779297e-16
P0.5,0,121,1.1102230246251565e-15,9.247505395246791e-17
P0.5,0,122,1.1518563880486e-15,6.834265478208068e-17
P0.5,0,123,1.1518563880486e-15,5.050787496770102e-17
P0.5,0,124,1.1518563880486e-15,3.7327280333010985e-17
P0.5,0,125,1.1518563880486e-15,2.758630922307063e-17
P0.5,0,126,1.1518563880486e-15,2.0387353425206948e-17
P0.5,0,127,1.1518563880486e-15,1.506704562481636e-17
P0.5,0,128,1.1518563880486e-15,1.1135131624275233e-17
P0.5,0,129,1.1518563880486e-15,8.229294539714754e-18
P0.5,0,130,1.1518563880486e-15,6.081768128698429e-18
P0.5,0,131,1.1518563880486e-15,4.4946627432944055e-18
P0.5,0,132,1.1518563880486e-15,3.321730251541546e-18
P0.5,0,133,1.1518563880486e-15,2.4548876065212553e-18
P0.5,0,134,1.1518563880486e-15,1.8142572407421993e-18
P0.5,0,135,1.1518563880486e-15,1.3408065309555345e-18
P0.5,0,136,1.1518563880486e-15,9.90908076915026e-19
P0.5,0,137,1.1518563880486e-15,7.323195362090597e-19
P0.5,0,138,1.1518563880486e-15,5.41212566137395e-19
P0.5,0,139,1.1518563880486e-15,3.9997709642065995e-19
P0.5,0,140,1.1518563880486e-15,2.9559860149383185e-19
P0.5,0,141,1.1518563880486e-15,2.1845884173630865e-19
P0.5,0,142,1.1518563880486e-15,1.614495646853234e-19
P0.5,0,143,1.1518563880486e-15,1.1931749582625464e-19
P0.5,0,144,1.1518563880486e-15,8.818026135899812e-20
P0.5,0,145,1.1518563880486e-15,6.516863633028274e-20
P0.5,0,146,1.1518563880486e-15,4.8162152115409657e-20
P0.5,0,147,1.1518563880486e-15,3.5593700083455395e-20
P0.5,0,148,1.1518563880486e-15,2.630512612050863e-20
P0.5,0,149,1.1518563880486e-15,1.9440509376475327e-20
P0.5,0,150,1.1518563880486e-15,1.4367291116014523e-20
P0.5,0,151,1.1518563880486e-15,1.0617985877576566e-20
P0.5,0,152,1.1518563880486e-15,7.847103757140953e-21
P0.5,0,153,1.1518563880486e-15,5.799314303607823e-21
P0.5,0,154,1.1518563880486e-15,4.28591840160451e-21
P0.5,0,155,1.1518563880486e-15,3.1674600795105247e-21
P0.5,0,156,1.1518563880486e-15,2.3408759605728518e-21
P0.5,0,157,1.1518563880486e-15,1.7299982084177248e-21
P0.5,0,158,1.1518563880486e-15,1.278535835105131e-21
P0.5,0,159,1.1518563880486e-15,9.448876153132249e-22
P0.5,0,160,1.1518563880486e-15,6.983086285562724e-22
P0.5,0,161,1.1518563880486e-15,5.160771850676591e-22
P0.5,0,162,1.1518563880486e-15,3.814010740465832e-22
P0.5,0,163,1.1518563880486e-15,2.818701998322521e-22
P0.5,0,164,1.1518563880486e-15,2.0831301996745253e-22
P0.5,0,165,1.1518563880486e-15,1.5395140853408878e-22
P0.5,0,166,1.1518563880486e-15,1.137760673496694e-22
P0.5,0,167,1.1518563880486e-15,8.40849305947737e-23
P0.5,0,168,1.1518563880486e-15,6.21420279134692e-23
P0.5,0,169,1.1518563880486e-15,4.592537100147653e-23
P0.5,0,170,1.1518563880486e-15,3.3940632007699707e-23
P0.5,0,171,1.1518563880486e-15,2.508344463989313e-23
P0.5,0,172,1.1518563880486e-15,1.853763933623419e-23
P0.5,0,173,1.1518563880486e-15,1.3700035106572242e-23
P0.5,0,174,1.1518563880486e-15,1.0124857783506763e-23
P0.5,0,175,1.1518563880486e-15,7.482662952232846e-24
P0.5,0,176,1.1518563880486e-15,5.5299784010719856e-24
P0.5,0,177,1.1518563880486e-15,4.0868687139245416e-24
P0.5,0,178,1.1518563880486e-15,3.0203546331424128e-24
P0.5,0,179,1.1518563880486e-15,2.2321593250262827e-24
P0.5,0,180,1.1518563880486e-15,1.6496523943342047e-24
P0.5,0,181,1.1518563880486e-15,1.2191571594471787e-24
P0.5,0,182,1.1518563880486e-15,9.010044689027947e-25
P0.5,0,183,1.1518563880486e-15,6.658772798011688e-25
P0.5,0,184,1.1518563880486e-15,4.921091593422935e-25
P0.5,0,185,1.1518563880486e-15,3.6368777258910423e-25
P0.5,0,186,1.1518563880486e-15,2.6877938241914045e-25
P0.5,0,187,1.1518563880486e-15,1.9863839770943912e-25
P0.5,0,188,1.1518563880486e-15,1.468014871134828e-25
P0.5,0,189,1.1518563880486e-15,1.0849199785760246e-25
P0.5,0,190,1.1518563880486e-15,8.017979811086647e-26
P0.5,0,191,1.1518563880486e-15,5.925598340936825e-26
P0.5,0,192,1.1518563880486e-15,4.3792472075774093e-26
P0.5,0,193,1.1518563880486e-15,3.236433690178631e-26
P0.5,0,194,1.1518563880486e-15,2.3918501364342352e-26
P0.5,0,195,1.1518563880486e-15,1.767670103213117e-26
P0.5,0,196,1.1518563880486e-15,1.3063768277939452e-26
P0.5,0,197,1.1518563880486e-15,9.654631897065099e-27
P0.5,0,198,1.1518563880486e-15,7.13514776783297e-27
P0.5,0,199,1.1518563880486e-15,5.273151189149736e-27
P0.5,0,200,1.1518563880486e-15,3.8970634341993916e-27
P0.5,1,0,0.7142857142857142,0.7142857142857142
P0.5,1,1,0.4642857142857142,0.5278848716573007
P0.5,1,2,0.3017857142857142,0.3901274128145028
P0.5,1,3,0.19616071428571424,0.28831930294101005
P0.5,1,4,0.12750446428571427,0.21307915752107248
P0.5,1,5,0.08287790178571425,0.15747376920919998
P0.5,1,6,0.05387063616071422,0.1163792286277459
P0.5,1,7,0.03501591350446419,0.08600876783482662
P0.5,1,8,0.022760343777901676,0.06356381831784605
P0.5,1,9,0.014794223455636038,0.0469761293046698
P0.5,1,10,0.00961624524616339,0.03471718318453333
P0.5,1,11,0.006344768480215035,0.025657346105538534
P0.5,1,12,0.00417119033389747,0.018961774798384814
P0.5,1,13,0.002729905925620446,0.014013487678176012
P0.5,1,14,0.0018265039098420005,0.010356511402251153
P0.5,1,15,0.0012754844581763652,0.007653863969352611
P0.5,1,16,0.0008910428926718478,0.005656502598801798
P0.5,1,17,0.0006229168722791806,0.004180375007756746
P0.5,1,18,0.00044166852787734523,0.0030894594142286797
P0.5,1,19,0.0003157865349615735,0.002283230440918765
P0.5,1,20,0.00022662227746977903,0.001687395931575822
P0.5,1,21,0.00016318596008900454,0.001247051098684936
P0.5,1,22,0.000117868224711562,0.0009216191728511508
P0.5,1,23,8.537140773656748e-05,0.0006811123462884122
P0.5,1,24,6.198762002333769e-05,0.0005033684649065261
P0.5,1,25,4.5108415895916965e-05,0.00037200883649091967
P0.5,1,26,3.2889890445891856e-05,0.00027492897166894726
P0.5,1,27,2.4022643891993822e-05,0.00020318318289407026
P0.5,1,28,1.7572886841926705e-05,0.0001501602597949414
P0.5,1,29,1.2872076778414066e-05,0.00011097426125783142
P0.5,1,30,9.43984875459436e-06,8.201428712589574e-05
P0.5,1,31,6.9299159517061115e-06,6.0611742006925886e-05
P0.5,1,32,5.091905518936346e-06,4.479443031035209e-05
P0.5,1,33,3.7443095912276236e-06,3.3104822933478964e-05
P0.5,1,34,2.7552300940481e-06,2.446574928766809e-05
P0.5,1,35,2.028615871410566e-06,1.8081138491808515e-05
P0.5,1,36,1.49438867898255e-06,1.3362663261032707e-05
P0.5,1,37,1.101334974024093e-06,9.87552689276997e-06
P0.5,1,38,8.119729101169204e-07,7.2983977448733364e-06
P0.5,1,39,5.988353136143765e-07,5.393799259598952e-06
P0.5,1,40,4.4177128845357405e-07,3.986227041858092e-06
P0.5,1,41,3.259829242097112e-07,2.9459765305433683e-06
P0.5,1,42,2.40594015238349e-07,2.1771910198238287e-06
P0.5,1,43,1.7760479653627925e-07,1.6090286829023813e-06
